strategy,split,horizon_s,days,pnl_all,pnl_kept,pnl_filtered,score,kept_turnover_per_day,constraint_ok,kept_trade_count,filtered_trade_count,all_clipped_turnover,kept_clipped_turnover,filtered_clipped_turnover
guard_q95w30_ret1s_gt100,train,300,7,-0.08505801517955065,-0.08505801517955065,,0.0,27982045201.985283,True,83985240,0,195874316413.89697,195874316413.89697,0.0
guard_q95w30_ret1s_gt20,train,30,7,0.030236575191214074,0.0327963669271472,-21.588244275778095,0.0025597917359331257,27978732308.344025,True,83977203,8037,195874316413.89697,195851126158.40817,23190255.48879
guard_q95w30_ret1s_gt20,train,120,7,-0.00946338082190134,-0.005857649317175747,-30.461330380162597,0.003605731504725594,27978732308.344025,True,83977203,8037,195874316413.89697,195851126158.40817,23190255.48879
guard_q95w30_ret1s_gt20,train,300,7,-0.08505801517955065,-0.08428465464984665,-6.6164017833499615,0.0007733605297040036,27978732308.344025,True,83977203,8037,195874316413.89697,195851126158.40817,23190255.48879
guard_q95w30_ret1s_gt50,train,30,7,0.030236575191214074,0.030515297195965616,-40.07526016499061,0.0002787220047515415,27981850735.935295,True,83984808,432,195874316413.89697,195872955151.54706,1361262.3499
guard_q95w30_ret1s_gt50,train,120,7,-0.00946338082190134,-0.009008807204465764,-65.41836695299196,0.0004545736174355764,27981850735.935295,True,83984808,432,195874316413.89697,195872955151.54706,1361262.3499
guard_q95w30_ret1s_gt50,train,300,7,-0.08505801517955065,-0.08493659405414299,-17.55642542145247,0.00012142112540766692,27981850735.935295,True,83984808,432,195874316413.89697,195872955151.54706,1361262.3499
guard_q95w30_ret1s_lt-100,train,30,7,0.030236575191214074,0.03210485257562546,-98.494680781024,0.0018682773844113862,27981514602.901142,True,83984165,1075,195874316413.89697,195870602220.30798,3714193.5889799995
guard_q95w30_ret1s_lt-100,train,120,7,-0.00946338082190134,-0.007425271714654531,-107.49057567706029,0.00203810910724681,27981514602.901142,True,83984165,1075,195874316413.89697,195870602220.30798,3714193.5889799995
guard_q95w30_ret1s_lt-100,train,300,7,-0.08505801517955065,-0.08371903424138082,-70.69715629109774,0.001338980938169837,27981514602.901142,True,83984165,1075,195874316413.89697,195870602220.30798,3714193.5889799995
guard_q95w30_ret1s_lt-20,train,30,7,0.030236575191214074,0.03925850273775926,-14.58463646628256,0.009021927546545183,27964782223.486645,True,83959587,25653,195874316413.89697,195753475564.40652,120840849.49043
guard_q95w30_ret1s_lt-20,train,120,7,-0.00946338082190134,-0.0019901652705542954,-12.11553449822177,0.007473215551347045,27964782223.486645,True,83959587,25653,195874316413.89697,195753475564.40652,120840849.49043
